,Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
360,HS,2020,202003,March 2020,2,0,2,Exports,328,Guyana,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,122108,,,0
361,HS,2020,202004,April 2020,2,0,1,Imports,328,Guyana,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,2885770,,,0
362,HS,2020,202004,April 2020,2,0,2,Exports,328,Guyana,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,22600,,,0
363,HS,2020,202005,May 2020,2,0,1,Imports,328,Guyana,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3517075,,,0
364,HS,2020,202005,May 2020,2,0,2,Exports,328,Guyana,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,16200,,,0
365,HS,2020,202006,June 2020,2,0,1,Imports,328,Guyana,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2463755,,,0
366,HS,2020,202006,June 2020,2,0,2,Exports,328,Guyana,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,173380,,,0
367,HS,2020,202001,January 2020,2,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,80265846,,,0
368,HS,2020,202001,January 2020,2,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,60092735,,,0
369,HS,2020,202002,February 2020,2,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,101035508,,,0
370,HS,2020,202002,February 2020,2,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,47560547,,,0
371,HS,2020,202003,March 2020,2,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,142476207,,,0
372,HS,2020,202003,March 2020,2,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,75181999,,,0
373,HS,2020,202004,April 2020,2,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,130175161,,,0
374,HS,2020,202004,April 2020,2,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,61678001,,,0
375,HS,2020,202005,May 2020,2,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,161138599,,,0
376,HS,2020,202005,May 2020,2,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,69727595,,,0
377,HS,2020,202006,June 2020,2,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,77774811,,,0
378,HS,2020,202006,June 2020,2,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,58529381,,,0
379,HS,2020,202007,July 2020,2,0,1,Imports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,168005599,,,0
380,HS,2020,202007,July 2020,2,0,2,Exports,344,"China, Hong Kong SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,70613171,,,0
381,HS,2020,202001,January 2020,2,0,1,Imports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,191740753,,,0
382,HS,2020,202001,January 2020,2,0,2,Exports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,126273253,,,0
383,HS,2020,202002,February 2020,2,0,1,Imports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,198369226,,,0
384,HS,2020,202002,February 2020,2,0,2,Exports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,117204292,,,0
385,HS,2020,202003,March 2020,2,0,1,Imports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,196906800,,,0
386,HS,2020,202003,March 2020,2,0,2,Exports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,115733962,,,0
387,HS,2020,202004,April 2020,2,0,1,Imports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,166337877,,,0
388,HS,2020,202004,April 2020,2,0,2,Exports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,104669062,,,0
389,HS,2020,202005,May 2020,2,0,1,Imports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,161326321,,,0
390,HS,2020,202005,May 2020,2,0,2,Exports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,101787593,,,0
391,HS,2020,202006,June 2020,2,0,1,Imports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,162462752,,,0
392,HS,2020,202006,June 2020,2,0,2,Exports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,113693924,,,0
393,HS,2020,202007,July 2020,2,0,1,Imports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,175420310,,,0
394,HS,2020,202007,July 2020,2,0,2,Exports,348,Hungary,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,109358247,,,0
395,HS,2020,202001,January 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1976690,,,0
396,HS,2020,202001,January 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,16640446,,,0
397,HS,2020,202002,February 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3118098,,,0
398,HS,2020,202002,February 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,12945228,,,0
399,HS,2020,202003,March 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3376236,,,0
400,HS,2020,202003,March 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,16167710,,,0
401,HS,2020,202004,April 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3319124,,,0
402,HS,2020,202004,April 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,10036070,,,0
403,HS,2020,202005,May 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2773137,,,0
404,HS,2020,202005,May 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11541655,,,0
405,HS,2020,202006,June 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4547498,,,0
406,HS,2020,202006,June 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7157453,,,0
407,HS,2020,202007,July 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,3488253,,,0
408,HS,2020,202007,July 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,8112398,,,0
409,HS,2020,202008,August 2020,2,0,1,Imports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,3772049,,,0
410,HS,2020,202008,August 2020,2,0,2,Exports,352,Iceland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11902265,,,0
411,HS,2020,202001,January 2020,2,0,1,Imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,58756207,,,0
412,HS,2020,202001,January 2020,2,0,2,Exports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,22012702,,,0
413,HS,2020,202002,February 2020,2,0,1,Imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,50152106,,,0
414,HS,2020,202002,February 2020,2,0,2,Exports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,21268239,,,0
415,HS,2020,202003,March 2020,2,0,1,Imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,54596312,,,0
416,HS,2020,202003,March 2020,2,0,2,Exports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,19296422,,,0
417,HS,2020,202003,March 2020,2,0,4,Re-imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,4171,,,0
418,HS,2020,202004,April 2020,2,0,1,Imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,39968305,,,0
419,HS,2020,202004,April 2020,2,0,2,Exports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,14804002,,,0
420,HS,2020,202005,May 2020,2,0,1,Imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,39175092,,,0
421,HS,2020,202005,May 2020,2,0,2,Exports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,13099523,,,0
422,HS,2020,202006,June 2020,2,0,1,Imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,47215742,,,0
423,HS,2020,202006,June 2020,2,0,2,Exports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,20473031,,,0
424,HS,2020,202006,June 2020,2,0,4,Re-imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2240,,,0
425,HS,2020,202007,July 2020,2,0,1,Imports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,60524897,,,0
426,HS,2020,202007,July 2020,2,0,2,Exports,372,Ireland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,16032627,,,0
427,HS,2020,202001,January 2020,2,0,1,Imports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,124768000,,,0
428,HS,2020,202001,January 2020,2,0,2,Exports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,14939000,,,0
429,HS,2020,202002,February 2020,2,0,1,Imports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,140502000,,,0
430,HS,2020,202002,February 2020,2,0,2,Exports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,13179000,,,0
431,HS,2020,202003,March 2020,2,0,1,Imports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,124630000,,,0
432,HS,2020,202003,March 2020,2,0,2,Exports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,14211000,,,0
433,HS,2020,202004,April 2020,2,0,1,Imports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,99481000,,,0
434,HS,2020,202004,April 2020,2,0,2,Exports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,7085000,,,0
435,HS,2020,202005,May 2020,2,0,1,Imports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,118281000,,,0
436,HS,2020,202005,May 2020,2,0,2,Exports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7440000,,,0
437,HS,2020,202006,June 2020,2,0,1,Imports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,127863000,,,0
438,HS,2020,202006,June 2020,2,0,2,Exports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,11773000,,,0
439,HS,2020,202007,July 2020,2,0,1,Imports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,109344000,,,0
440,HS,2020,202007,July 2020,2,0,2,Exports,376,Israel,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,12670000,,,0
441,HS,2020,202001,January 2020,2,0,1,Imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1541061318,,,0
442,HS,2020,202001,January 2020,2,0,2,Exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,959260297,,,0
443,HS,2020,202001,January 2020,2,0,3,Re-exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2029458,,,0
444,HS,2020,202001,January 2020,2,0,4,Re-imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,173073,,,0
445,HS,2020,202002,February 2020,2,0,1,Imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1406248836,,,0
446,HS,2020,202002,February 2020,2,0,2,Exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,994619785,,,0
447,HS,2020,202002,February 2020,2,0,3,Re-exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2036535,,,0
448,HS,2020,202002,February 2020,2,0,4,Re-imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,366721,,,0
449,HS,2020,202003,March 2020,2,0,1,Imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1242151387,,,0
450,HS,2020,202003,March 2020,2,0,2,Exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,939015127,,,0
451,HS,2020,202003,March 2020,2,0,3,Re-exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2683880,,,0
452,HS,2020,202003,March 2020,2,0,4,Re-imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,400996,,,0
453,HS,2020,202004,April 2020,2,0,1,Imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1013689865,,,0
454,HS,2020,202004,April 2020,2,0,2,Exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,656808376,,,0
455,HS,2020,202004,April 2020,2,0,3,Re-exports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,870509,,,0
456,HS,2020,202004,April 2020,2,0,4,Re-imports,381,Italy,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,404807,,,0
457,HS,2020,202001,January 2020,2,0,1,Imports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,593922414,,,0
458,HS,2020,202001,January 2020,2,0,2,Exports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1915615148,,,0
459,HS,2020,202002,February 2020,2,0,1,Imports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,480849619,,,0
460,HS,2020,202002,February 2020,2,0,2,Exports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2143400851,,,0
461,HS,2020,202003,March 2020,2,0,1,Imports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,542063309,,,0
462,HS,2020,202003,March 2020,2,0,2,Exports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2452676345,,,0
463,HS,2020,202004,April 2020,2,0,1,Imports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,583185160,,,0
464,HS,2020,202004,April 2020,2,0,2,Exports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2029383851,,,0
465,HS,2020,202005,May 2020,2,0,1,Imports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,464054450,,,0
466,HS,2020,202005,May 2020,2,0,2,Exports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1688854450,,,0
467,HS,2020,202006,June 2020,2,0,1,Imports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,450929168,,,0
468,HS,2020,202006,June 2020,2,0,2,Exports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1679538397,,,0
469,HS,2020,202007,July 2020,2,0,1,Imports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,455059477,,,0
470,HS,2020,202007,July 2020,2,0,2,Exports,392,Japan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1612259860,,,0
471,HS,2020,202001,January 2020,2,0,1,Imports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,15546643,,,0
472,HS,2020,202001,January 2020,2,0,2,Exports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1960846,,,0
473,HS,2020,202002,February 2020,2,0,1,Imports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,10771255,,,0
474,HS,2020,202002,February 2020,2,0,2,Exports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1579658,,,0
475,HS,2020,202003,March 2020,2,0,1,Imports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5493589,,,0
476,HS,2020,202003,March 2020,2,0,2,Exports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1802486,,,0
477,HS,2020,202004,April 2020,2,0,1,Imports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3125207,,,0
478,HS,2020,202004,April 2020,2,0,2,Exports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,353502,,,0
479,HS,2020,202005,May 2020,2,0,1,Imports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,3507076,,,0
480,HS,2020,202005,May 2020,2,0,2,Exports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1721713,,,0
481,HS,2020,202006,June 2020,2,0,1,Imports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6110023,,,0
482,HS,2020,202006,June 2020,2,0,2,Exports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2789733,,,0
483,HS,2020,202007,July 2020,2,0,1,Imports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,15479104,,,0
484,HS,2020,202007,July 2020,2,0,2,Exports,417,Kyrgyzstan,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2002953,,,0
485,HS,2020,202001,January 2020,2,0,1,Imports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,63638564,,,0
486,HS,2020,202001,January 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,29680690,,,0
487,HS,2020,202002,February 2020,2,0,1,Imports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,46581023,,,0
488,HS,2020,202002,February 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,46748135,,,0
489,HS,2020,202003,March 2020,2,0,1,Imports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,47104914,,,0
490,HS,2020,202003,March 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,48760644,,,0
491,HS,2020,202004,April 2020,2,0,1,Imports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,47263167,,,0
492,HS,2020,202004,April 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,37770402,,,0
493,HS,2020,202007,July 2020,2,0,1,Imports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,64371615,,,0
494,HS,2020,202007,July 2020,2,0,2,Exports,428,Latvia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,40403619,,,0
495,HS,2020,202001,January 2020,2,0,1,Imports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,62194919,,,0
496,HS,2020,202001,January 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,47324470,,,0
497,HS,2020,202002,February 2020,2,0,1,Imports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,58518914,,,0
498,HS,2020,202002,February 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,38508430,,,0
499,HS,2020,202004,April 2020,2,0,1,Imports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,51909139,,,0
500,HS,2020,202004,April 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,30647996,,,0
501,HS,2020,202005,May 2020,2,0,1,Imports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,54468722,,,0
502,HS,2020,202005,May 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,31150391,,,0
503,HS,2020,202006,June 2020,2,0,1,Imports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,51280417,,,0
504,HS,2020,202006,June 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,50476090,,,0
505,HS,2020,202007,July 2020,2,0,1,Imports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,75569598,,,0
506,HS,2020,202007,July 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,40369731,,,0
507,HS,2020,202008,August 2020,2,0,1,Imports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,68467577,,,0
508,HS,2020,202008,August 2020,2,0,2,Exports,440,Lithuania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,44202968,,,0
509,HS,2020,202001,January 2020,2,0,1,Imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,97869087,,,0
510,HS,2020,202001,January 2020,2,0,2,Exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,134478383,,,0
511,HS,2020,202001,January 2020,2,0,3,Re-exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11,,,0
512,HS,2020,202001,January 2020,2,0,4,Re-imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,28967,,,0
513,HS,2020,202002,February 2020,2,0,1,Imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,106946077,,,0
514,HS,2020,202002,February 2020,2,0,2,Exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,138721873,,,0
515,HS,2020,202002,February 2020,2,0,3,Re-exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,17991,,,0
516,HS,2020,202002,February 2020,2,0,4,Re-imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,42681,,,0
517,HS,2020,202003,March 2020,2,0,1,Imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,100361141,,,0
518,HS,2020,202003,March 2020,2,0,2,Exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,115941795,,,0
519,HS,2020,202003,March 2020,2,0,3,Re-exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,461,,,0
520,HS,2020,202003,March 2020,2,0,4,Re-imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,27126,,,0
521,HS,2020,202004,April 2020,2,0,1,Imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,45231717,,,0
522,HS,2020,202004,April 2020,2,0,2,Exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,80130191,,,0
523,HS,2020,202004,April 2020,2,0,3,Re-exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,12112,,,0
524,HS,2020,202004,April 2020,2,0,4,Re-imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,33532,,,0
525,HS,2020,202005,May 2020,2,0,1,Imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,72423451,,,0
526,HS,2020,202005,May 2020,2,0,2,Exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,100085153,,,0
527,HS,2020,202005,May 2020,2,0,3,Re-exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,256,,,0
528,HS,2020,202005,May 2020,2,0,4,Re-imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1338673,,,0
529,HS,2020,202006,June 2020,2,0,1,Imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,82276680,,,0
530,HS,2020,202006,June 2020,2,0,2,Exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,108062007,,,0
531,HS,2020,202006,June 2020,2,0,4,Re-imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,36342,,,0
532,HS,2020,202007,July 2020,2,0,1,Imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,98689896,,,0
533,HS,2020,202007,July 2020,2,0,2,Exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,106474929,,,0
534,HS,2020,202007,July 2020,2,0,3,Re-exports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2316,,,0
535,HS,2020,202007,July 2020,2,0,4,Re-imports,442,Luxembourg,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,28571,,,0
536,HS,2020,202001,January 2020,2,0,1,Imports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7693261,,,0
537,HS,2020,202001,January 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,728618,,,0
538,HS,2020,202002,February 2020,2,0,1,Imports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5475802,,,0
539,HS,2020,202002,February 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,229889,,,0
540,HS,2020,202003,March 2020,2,0,1,Imports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,10814249,,,0
541,HS,2020,202003,March 2020,2,0,2,Exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1065743,,,0
542,HS,2020,202003,March 2020,2,0,3,Re-exports,446,"China, Macao SAR",,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,23628,,,0
