,Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
726,HS,2020,202001,January 2020,2,0,2,Exports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,15974739,,,0
727,HS,2020,202002,February 2020,2,0,1,Imports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,134763640,,,0
728,HS,2020,202002,February 2020,2,0,2,Exports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,12820154,,,0
729,HS,2020,202003,March 2020,2,0,1,Imports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,140641809,,,0
730,HS,2020,202003,March 2020,2,0,2,Exports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7408202,,,0
731,HS,2020,202004,April 2020,2,0,1,Imports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,116895911,,,0
732,HS,2020,202004,April 2020,2,0,2,Exports,604,Peru,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2683863,,,0
733,HS,2020,202001,January 2020,2,0,1,Imports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,401710003,,,0
734,HS,2020,202001,January 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,12112857,,,0
735,HS,2020,202002,February 2020,2,0,1,Imports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,316817715,,,0
736,HS,2020,202002,February 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11773467,,,0
737,HS,2020,202003,March 2020,2,0,1,Imports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,338243845,,,0
738,HS,2020,202003,March 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,5409895,,,0
739,HS,2020,202004,April 2020,2,0,1,Imports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,191854316,,,0
740,HS,2020,202004,April 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,3673738,,,0
741,HS,2020,202005,May 2020,2,0,1,Imports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,155540130,,,0
742,HS,2020,202005,May 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,3275571,,,0
743,HS,2020,202006,June 2020,2,0,1,Imports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,180026264,,,0
744,HS,2020,202006,June 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7618065,,,0
745,HS,2020,202007,July 2020,2,0,1,Imports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,264752119,,,0
746,HS,2020,202007,July 2020,2,0,2,Exports,608,Philippines,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,15486127,,,0
747,HS,2020,202001,January 2020,2,0,1,Imports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,720370351,,,0
748,HS,2020,202001,January 2020,2,0,2,Exports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,402313951,,,0
749,HS,2020,202002,February 2020,2,0,1,Imports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,761490478,,,0
750,HS,2020,202002,February 2020,2,0,2,Exports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,359149295,,,0
751,HS,2020,202003,March 2020,2,0,1,Imports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,815105553,,,0
752,HS,2020,202003,March 2020,2,0,2,Exports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,384718352,,,0
753,HS,2020,202004,April 2020,2,0,1,Imports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,595258338,,,0
754,HS,2020,202004,April 2020,2,0,2,Exports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,314994256,,,0
755,HS,2020,202005,May 2020,2,0,1,Imports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,575601850,,,0
756,HS,2020,202005,May 2020,2,0,2,Exports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,295997484,,,0
757,HS,2020,202006,June 2020,2,0,1,Imports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,591047212,,,0
758,HS,2020,202006,June 2020,2,0,2,Exports,616,Poland,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,285371429,,,0
759,HS,2020,202001,January 2020,2,0,1,Imports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,224200031,,,0
760,HS,2020,202001,January 2020,2,0,2,Exports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,123110753,,,0
761,HS,2020,202002,February 2020,2,0,1,Imports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,202828262,,,0
762,HS,2020,202002,February 2020,2,0,2,Exports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,105400794,,,0
763,HS,2020,202003,March 2020,2,0,1,Imports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,227520454,,,0
764,HS,2020,202003,March 2020,2,0,2,Exports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,106739563,,,0
765,HS,2020,202004,April 2020,2,0,1,Imports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,159547591,,,0
766,HS,2020,202004,April 2020,2,0,2,Exports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,88507130,,,0
767,HS,2020,202005,May 2020,2,0,1,Imports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,169050520,,,0
768,HS,2020,202005,May 2020,2,0,2,Exports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,98596359,,,0
769,HS,2020,202006,June 2020,2,0,1,Imports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,188953781,,,0
770,HS,2020,202006,June 2020,2,0,2,Exports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,93534912,,,0
771,HS,2020,202007,July 2020,2,0,1,Imports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,217109427,,,0
772,HS,2020,202007,July 2020,2,0,2,Exports,620,Portugal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,122158360,,,0
773,HS,2020,202001,January 2020,2,0,1,Imports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,245311719,,,0
774,HS,2020,202001,January 2020,2,0,2,Exports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,177161693,,,0
775,HS,2020,202002,February 2020,2,0,1,Imports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,251148443,,,0
776,HS,2020,202002,February 2020,2,0,2,Exports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,181058218,,,0
777,HS,2020,202003,March 2020,2,0,1,Imports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,238756701,,,0
778,HS,2020,202003,March 2020,2,0,2,Exports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,176507376,,,0
779,HS,2020,202004,April 2020,2,0,1,Imports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,193088023,,,0
780,HS,2020,202004,April 2020,2,0,2,Exports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,123950544,,,0
781,HS,2020,202005,May 2020,2,0,1,Imports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,174302526,,,0
782,HS,2020,202005,May 2020,2,0,2,Exports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,141047933,,,0
783,HS,2020,202006,June 2020,2,0,1,Imports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,181317154,,,0
784,HS,2020,202006,June 2020,2,0,2,Exports,642,Romania,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,138629328,,,0
785,HS,2020,202001,January 2020,2,0,1,Imports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11614605,,,0
786,HS,2020,202001,January 2020,2,0,2,Exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,890884,,,0
787,HS,2020,202001,January 2020,2,0,3,Re-exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,79236,,,0
788,HS,2020,202002,February 2020,2,0,1,Imports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7401011,,,0
789,HS,2020,202002,February 2020,2,0,2,Exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,450461,,,0
790,HS,2020,202002,February 2020,2,0,3,Re-exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,77063,,,0
791,HS,2020,202003,March 2020,2,0,1,Imports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,8246012,,,0
792,HS,2020,202003,March 2020,2,0,2,Exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,779033,,,0
793,HS,2020,202003,March 2020,2,0,3,Re-exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,59125,,,0
794,HS,2020,202004,April 2020,2,0,1,Imports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,8218063,,,0
795,HS,2020,202004,April 2020,2,0,2,Exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,812336,,,0
796,HS,2020,202004,April 2020,2,0,3,Re-exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,248034,,,0
797,HS,2020,202005,May 2020,2,0,1,Imports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7112299,,,0
798,HS,2020,202005,May 2020,2,0,2,Exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,908905,,,0
799,HS,2020,202005,May 2020,2,0,3,Re-exports,646,Rwanda,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,174725,,,0
800,HS,2020,202001,January 2020,2,0,1,Imports,686,Senegal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11063216,,,0
801,HS,2020,202001,January 2020,2,0,2,Exports,686,Senegal,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,10752818,,,0
802,HS,2020,202001,January 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,37951561,,,0
803,HS,2020,202001,January 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,62295288,,,0
804,HS,2020,202002,February 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,51519620,,,0
805,HS,2020,202002,February 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,59679673,,,0
806,HS,2020,202003,March 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,49963919,,,0
807,HS,2020,202003,March 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,66423200,,,0
808,HS,2020,202004,April 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,40777831,,,0
809,HS,2020,202004,April 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,51510210,,,0
810,HS,2020,202005,May 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,45297475,,,0
811,HS,2020,202005,May 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,48664210,,,0
812,HS,2020,202006,June 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,52110442,,,0
813,HS,2020,202006,June 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,51009565,,,0
814,HS,2020,202007,July 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,55985199,,,0
815,HS,2020,202007,July 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,49542174,,,0
816,HS,2020,202008,August 2020,2,0,1,Imports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,47177410,,,0
817,HS,2020,202008,August 2020,2,0,2,Exports,688,Serbia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,48320603,,,0
818,HS,2020,202001,January 2020,2,0,1,Imports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,750892332,,,0
819,HS,2020,202001,January 2020,2,0,2,Exports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,722961908,,,0
820,HS,2020,202002,February 2020,2,0,1,Imports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,645146866,,,0
821,HS,2020,202002,February 2020,2,0,2,Exports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,689385007,,,0
822,HS,2020,202003,March 2020,2,0,1,Imports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,581759607,,,0
823,HS,2020,202003,March 2020,2,0,2,Exports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,629501221,,,0
824,HS,2020,202004,April 2020,2,0,1,Imports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,506412832,,,0
825,HS,2020,202004,April 2020,2,0,2,Exports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,462798881,,,0
826,HS,2020,202005,May 2020,2,0,1,Imports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,901441743,,,0
827,HS,2020,202005,May 2020,2,0,2,Exports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1180753738,,,0
828,HS,2020,202006,June 2020,2,0,1,Imports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,427309366,,,0
829,HS,2020,202006,June 2020,2,0,2,Exports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1323765166,,,0
830,HS,2020,202007,July 2020,2,0,1,Imports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,473910586,,,0
831,HS,2020,202007,July 2020,2,0,2,Exports,699,India,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1302371506,,,0
832,HS,2020,202002,February 2020,2,0,1,Imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,201433651,,,0
833,HS,2020,202002,February 2020,2,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,246063188,,,0
834,HS,2020,202002,February 2020,2,0,4,Re-imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,3511674,,,0
835,HS,2020,202003,March 2020,2,0,1,Imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,213346220,,,0
836,HS,2020,202003,March 2020,2,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,256026709,,,0
837,HS,2020,202003,March 2020,2,0,4,Re-imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,1836732,,,0
838,HS,2020,202004,April 2020,2,0,1,Imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,151026745,,,0
839,HS,2020,202004,April 2020,2,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,185943912,,,0
840,HS,2020,202004,April 2020,2,0,4,Re-imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,957885,,,0
841,HS,2020,202005,May 2020,2,0,1,Imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,126966892,,,0
842,HS,2020,202005,May 2020,2,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,173148548,,,0
843,HS,2020,202005,May 2020,2,0,4,Re-imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1603529,,,0
844,HS,2020,202006,June 2020,2,0,1,Imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,141016110,,,0
845,HS,2020,202006,June 2020,2,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,192269153,,,0
846,HS,2020,202006,June 2020,2,0,4,Re-imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1630656,,,0
847,HS,2020,202007,July 2020,2,0,1,Imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,169724371,,,0
848,HS,2020,202007,July 2020,2,0,2,Exports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,215407232,,,0
849,HS,2020,202007,July 2020,2,0,4,Re-imports,703,Slovakia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1769370,,,0
850,HS,2020,202001,January 2020,2,0,1,Imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,120315311,,,0
851,HS,2020,202001,January 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,95237542,,,0
852,HS,2020,202001,January 2020,2,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,259053,,,0
853,HS,2020,202002,February 2020,2,0,1,Imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,121749516,,,0
854,HS,2020,202002,February 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,90371117,,,0
855,HS,2020,202002,February 2020,2,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,427718,,,0
856,HS,2020,202003,March 2020,2,0,1,Imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,135071624,,,0
857,HS,2020,202003,March 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,90425281,,,0
858,HS,2020,202003,March 2020,2,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,217628,,,0
859,HS,2020,202004,April 2020,2,0,1,Imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,87304865,,,0
860,HS,2020,202004,April 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,74135693,,,0
861,HS,2020,202004,April 2020,2,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,192863,,,0
862,HS,2020,202005,May 2020,2,0,1,Imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,90208063,,,0
863,HS,2020,202005,May 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,76051001,,,0
864,HS,2020,202005,May 2020,2,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,361039,,,0
865,HS,2020,202006,June 2020,2,0,1,Imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,90046515,,,0
866,HS,2020,202006,June 2020,2,0,2,Exports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,79475002,,,0
867,HS,2020,202006,June 2020,2,0,4,Re-imports,705,Slovenia,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,109750,,,0
868,HS,2020,202001,January 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,109129654,,,0
869,HS,2020,202001,January 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,405629357,,,0
870,HS,2020,202001,January 2020,2,0,3,Re-exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,370523,,,0
871,HS,2020,202001,January 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,62667,,,0
872,HS,2020,202002,February 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,71327988,,,0
873,HS,2020,202002,February 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,365218280,,,0
874,HS,2020,202002,February 2020,2,0,3,Re-exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,197018,,,0
875,HS,2020,202002,February 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,10069,,,0
876,HS,2020,202003,March 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,68507856,,,0
877,HS,2020,202003,March 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,379272220,,,0
878,HS,2020,202003,March 2020,2,0,3,Re-exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,211855,,,0
879,HS,2020,202003,March 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,273056,,,0
880,HS,2020,202004,April 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,62671889,,,0
881,HS,2020,202004,April 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,92492868,,,0
882,HS,2020,202004,April 2020,2,0,3,Re-exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,23794,,,0
883,HS,2020,202004,April 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,1113,,,0
884,HS,2020,202005,May 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,71681158,,,0
885,HS,2020,202005,May 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,336419117,,,0
886,HS,2020,202005,May 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,6468,,,0
887,HS,2020,202006,June 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,49802517,,,0
888,HS,2020,202006,June 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,339979376,,,0
889,HS,2020,202006,June 2020,2,0,3,Re-exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2332,,,0
890,HS,2020,202006,June 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,263529,,,0
891,HS,2020,202007,July 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,62701235,,,0
892,HS,2020,202007,July 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,279221044,,,0
893,HS,2020,202007,July 2020,2,0,3,Re-exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2764,,,0
894,HS,2020,202007,July 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,42316,,,0
895,HS,2020,202008,August 2020,2,0,1,Imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,69267698,,,0
896,HS,2020,202008,August 2020,2,0,2,Exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,262971287,,,0
897,HS,2020,202008,August 2020,2,0,3,Re-exports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,454019,,,0
898,HS,2020,202008,August 2020,2,0,4,Re-imports,710,South Africa,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,31415,,,0
899,HS,2020,202001,January 2020,2,0,1,Imports,716,Zimbabwe,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,7913191,,,0
900,HS,2020,202001,January 2020,2,0,2,Exports,716,Zimbabwe,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,24633110,,,0
901,HS,2020,202002,February 2020,2,0,1,Imports,716,Zimbabwe,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,11663988,,,0
902,HS,2020,202002,February 2020,2,0,2,Exports,716,Zimbabwe,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,14613042,,,0
903,HS,2020,202001,January 2020,2,0,1,Imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,744903123,,,0
904,HS,2020,202001,January 2020,2,0,2,Exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,560875587,,,0
905,HS,2020,202001,January 2020,2,0,3,Re-exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,439144,,,0
906,HS,2020,202002,February 2020,2,0,1,Imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,726957525,,,0
907,HS,2020,202002,February 2020,2,0,2,Exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,594914994,,,0
908,HS,2020,202002,February 2020,2,0,3,Re-exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,2602839,,,0
909,HS,2020,202002,February 2020,2,0,4,Re-imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,168902,,,0
910,HS,2020,202003,March 2020,2,0,1,Imports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,,,680345395,,,0
911,HS,2020,202003,March 2020,2,0,2,Exports,724,Spain,,0,World,,,,,,,,,72,Iron and steel,,,,,,,0.0,,545498185,,,0
