,index,Month,Reporter,2nd Partner,2nd Partner Code,2nd Partner ISO,Aggregate Level,Alt Qty,Alt Qty Unit,Alt Qty Unit Code,CIF Trade Value (US$),Commodity Code,Customs,Customs Proc. Code,FOB Trade Value (US$),Flag,Gross weight (kg),Is Leaf Code,Mode of Transport,Mode of Transport Code,Netweight (kg),Partner Code,Partner ISO,Period,Qty,Qty Unit,Qty Unit Code,Reporter Code,Reporter ISO,Trade Flow Code,Trade Value (US$),Unnamed: 0,Year
556,556,201905,Congo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,178.0,,1.0,1708400.0,103.0,2018.0
557,557,201905,Croatia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,191.0,,1.0,54634107.0,108.0,2018.0
558,558,201905,Cyprus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,196.0,,1.0,14868575.0,113.0,2018.0
559,559,201905,Czech Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,203.0,,1.0,559930250.3333334,118.0,2018.0
560,560,201905,CÃ´te d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201905,,,,384.0,,1.0,14046919.0,218.0,2019.0
561,561,201905,Côte d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,384.0,,1.0,29318402.0,,2017.5
562,562,201905,Denmark,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,208.0,,1.0,193535718.66666666,128.0,2018.0
563,563,201905,EU-28,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,97.0,,1.0,3447866718.0,66.0,2018.0
564,564,201905,Ecuador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,218.0,,1.0,65987806.333333336,133.0,2018.0
565,565,201905,Egypt,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,818.0,,1.0,300146825.0,468.0,2018.0
566,566,201905,El Salvador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,222.0,,1.0,31424369.333333332,138.0,2018.0
567,567,201905,Estonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,233.0,,1.0,54520014.333333336,143.0,2018.0
568,568,201905,Ethiopia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,231.0,,1.0,64541456.5,,2017.5
569,569,201905,Finland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,246.0,,1.0,228677519.0,148.0,2018.0
570,570,201905,France,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201755,,,,251.0,,1.0,1171855818.0,,2017.5
571,571,201905,Gambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,270.0,,1.0,1235794.3333333333,158.0,2018.0
572,572,201905,Georgia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,268.0,,1.0,17614058.666666668,153.0,2018.0
573,573,201905,Germany,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,276.0,,1.0,2625347498.0,163.0,2018.0
574,574,201905,Ghana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,288.0,,1.0,31228599.666666668,168.0,2018.0
575,575,201905,Greece,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,300.0,,1.0,131433958.0,173.0,2018.0
576,576,201905,Greenland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,304.0,,1.0,283815.0,,2017.5
577,577,201905,Guatemala,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201905,,,,320.0,,1.0,73927716.0,178.0,2019.0
578,578,201905,Guyana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,328.0,,1.0,3418193.0,183.0,2018.0
579,579,201905,Honduras,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,340.0,,1.0,35227619.0,,2017.0
580,580,201905,Hungary,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,348.0,,1.0,228677201.0,193.0,2018.0
581,581,201905,Iceland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,352.0,,1.0,4905991.333333333,198.0,2018.0
582,582,201905,India,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,699.0,,1.0,962906092.3333334,395.0,2018.0
583,583,201905,Indonesia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,360.0,,1.0,812391972.0,,2017.0
584,584,201905,Ireland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,372.0,,1.0,60003501.0,203.0,2018.0
585,585,201905,Israel,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,376.0,,1.0,132347666.66666667,208.0,2018.0
586,586,201905,Italy,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,381.0,,1.0,1983243754.3333333,213.0,2018.0
587,587,201905,Japan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,392.0,,1.0,668908198.0,223.0,2018.0
588,588,201905,Jordan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,400.0,,1.0,13441632.0,,2017.0
589,589,201905,Kazakhstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,398.0,,1.0,99375338.66666667,228.0,2018.0
590,590,201905,Kenya,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,404.0,,1.0,88495168.5,,2017.5
591,591,201905,Kuwait,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,414.0,,1.0,48097982.0,,2017.0
592,592,201905,Kyrgyzstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,417.0,,1.0,14934310.333333334,240.0,2018.0
593,593,201905,Lao People's Dem. Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201905,,,,418.0,,1.0,36020047.0,245.0,2019.0
594,594,201905,Latvia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,428.0,,1.0,73465868.33333333,250.0,2018.0
595,595,201905,Lithuania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,440.0,,1.0,66252103.666666664,255.0,2018.0
596,596,201905,Luxembourg,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,442.0,,1.0,111464518.0,,2017.0
597,597,201905,Madagascar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,450.0,,1.0,7236677.0,268.0,2018.0
598,598,201905,Malaysia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,458.0,,1.0,526899225.0,,2017.5
599,599,201905,Maldives,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,462.0,,1.0,4882894.0,,2018.0
600,600,201905,Malta,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,470.0,,1.0,3181256.5,274.0,2018.0
601,601,201905,Mauritius,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,480.0,,1.0,150762326.66666666,279.0,2018.0
602,602,201905,Mexico,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201805,,,,484.0,,1.0,1031401308.6666666,284.0,2018.0
603,603,201905,Mongolia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,496.0,,1.0,24552301.333333332,289.0,2018.0
604,604,201905,Montenegro,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,499.0,,1.0,7253119.333333333,299.0,2018.0
605,605,201905,Morocco,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201855,,,,504.0,,1.0,119859814.5,304.0,2018.5
606,606,201905,Mozambique,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201755,,,,508.0,,1.0,9400849.0,,2017.5
607,607,201905,Myanmar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,104.0,,1.0,110174201.5,,2017.5
608,608,201905,Namibia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,516.0,,1.0,7193308.0,,2017.0
609,609,201905,Netherlands,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201705,,,,528.0,,1.0,1021726600.0,,2017.0
610,610,201905,New Zealand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,554.0,,1.0,30408841.666666668,312.0,2018.0
611,611,201905,Norway,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,579.0,,1.0,79069116.0,317.0,2018.0
612,612,201905,Oman,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,512.0,,1.0,113649228.0,,2018.0
613,613,201905,Pakistan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,586.0,,1.0,312854312.0,325.0,2018.0
614,614,201905,Panama,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,591.0,,1.0,24583615.0,,2017.0
615,615,201905,Paraguay,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,600.0,,1.0,26120796.333333332,330.0,2018.0
616,616,201905,Peru,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,604.0,,1.0,147331815.33333334,335.0,2018.0
617,617,201905,Philippines,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,608.0,,1.0,433071208.0,340.0,2018.0
618,618,201905,Poland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,616.0,,1.0,872131175.6666666,345.0,2018.0
619,619,201905,Portugal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,620.0,,1.0,263149124.0,350.0,2018.0
620,620,201905,Qatar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201855,,,,634.0,,1.0,35194626.5,355.0,2018.5
621,621,201905,Rep. of Korea,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,410.0,,1.0,1456064106.6666667,235.0,2018.0
622,622,201905,Rep. of Moldova,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,498.0,,1.0,9850625.0,294.0,2018.0
623,623,201905,Romania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201805,,,,642.0,,1.0,300464415.0,360.0,2018.0
624,624,201905,Russian Federation,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,643.0,,1.0,463403528.3333333,365.0,2018.0
625,625,201905,Rwanda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,646.0,,1.0,8355289.0,370.0,2018.0
626,626,201905,Saint Kitts and Nevis,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,659.0,,1.0,465134.0,,2017.0
627,627,201905,Samoa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,882.0,,1.0,467326.0,,2018.0
628,628,201905,Sao Tome and Principe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,678.0,,1.0,129598.0,375.0,2018.0
629,629,201905,Saudi Arabia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201705,,,,682.0,,1.0,294346326.0,,2017.0
630,630,201905,Senegal,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,686.0,,1.0,30248981.0,380.0,2018.0
631,631,201905,Serbia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,688.0,,1.0,51146361.666666664,385.0,2018.0
632,632,201905,Seychelles,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,690.0,,1.0,2037800.3333333333,390.0,2018.0
633,633,201905,Singapore,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,702.0,,1.0,207212844.0,400.0,2018.0
634,634,201905,Slovakia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,703.0,,1.0,253478542.0,405.0,2018.0
635,635,201905,Slovenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,705.0,,1.0,141831052.33333334,410.0,2018.0
636,636,201905,South Africa,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,710.0,,1.0,108319352.0,415.0,2018.0
637,637,201905,Spain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201805,,,,724.0,,1.0,999353285.6666666,425.0,2018.0
638,638,201905,State of Palestine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,275.0,,1.0,20046889.5,,2017.5
639,639,201905,Swaziland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,748.0,,1.0,2069046.6666666667,430.0,2018.0
640,640,201905,Sweden,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,752.0,,1.0,447494458.3333333,435.0,2018.0
641,641,201905,Switzerland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,757.0,,1.0,241488390.66666666,440.0,2018.0
642,642,201905,TFYR of Macedonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,807.0,,1.0,45947353.333333336,463.0,2018.0
643,643,201905,Thailand,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,764.0,,1.0,970212530.0,,2017.5
644,644,201905,Togo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,768.0,,1.0,6070287.333333333,447.0,2018.0
645,645,201905,Turkey,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,792.0,,1.0,1586398553.3333333,452.0,2018.0
646,646,201905,Uganda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,800.0,,1.0,35237736.0,,2018.0
647,647,201905,Ukraine,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,804.0,,1.0,122342572.0,,2017.5
648,648,201905,United Arab Emirates,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201755,,,,784.0,,1.0,426720048.0,,2017.5
649,649,201905,United Kingdom,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,826.0,,1.0,565185313.6666666,473.0,2018.0
650,650,201905,United Rep. of Tanzania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,834.0,,1.0,40096464.0,,2018.0
651,651,201905,United States of America,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,842.0,,1.0,2556668960.3333335,478.0,2018.0
652,652,201905,Yemen,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201855,,,,887.0,,1.0,7493501.0,489.0,2018.5
653,653,201905,Zambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,894.0,,1.0,14536275.333333334,494.0,2018.0
654,654,201905,Zimbabwe,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201805,,,,716.0,,1.0,10993878.333333334,420.0,2018.0
655,655,201906,Angola,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,24.0,,1.0,20305357.666666668,0.0,2018.0
656,656,201906,Antigua and Barbuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,28.0,,1.0,728804.6666666666,4.0,2018.0
657,657,201906,Argentina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,32.0,,1.0,84586324.66666667,12.0,2018.0
658,658,201906,Armenia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,51.0,,1.0,8297187.333333333,20.0,2018.0
659,659,201906,Australia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,36.0,,1.0,80657854.0,16.0,2018.0
660,660,201906,Austria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201706,,,,40.0,,1.0,428432505.0,,2017.0
661,661,201906,Azerbaijan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,31.0,,1.0,32319664.333333332,8.0,2018.0
662,662,201906,Bahrain,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,48.0,,1.0,30826444.5,,2017.5
663,663,201906,Barbados,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,52.0,,1.0,769031.0,24.0,2018.0
664,664,201906,Belarus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,112.0,,1.0,141736633.33333334,53.0,2018.0
665,665,201906,Belgium,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,56.0,,1.0,1132653170.6666667,25.0,2018.0
666,666,201906,Belize,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,84.0,,1.0,1595890.6666666667,41.0,2018.0
667,667,201906,Benin,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,204.0,,1.0,5056236.0,89.0,2018.0
668,668,201906,Bermuda,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,60.0,,1.0,146556.0,,2017.5
669,669,201906,Bolivia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,68.0,,1.0,33883112.5,,2017.5
670,670,201906,Bosnia Herzegovina,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,70.0,,1.0,33190828.666666668,29.0,2018.0
671,671,201906,Botswana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,72.0,,1.0,5392981.333333333,33.0,2018.0
672,672,201906,Brazil,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,76.0,,1.0,178438556.66666666,37.0,2018.0
673,673,201906,Brunei Darussalam,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,96.0,,1.0,8985405.0,,2017.5
674,674,201906,Bulgaria,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201806,,,,100.0,,1.0,92726343.0,49.0,2018.0
675,675,201906,Burundi,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201706,,,,108.0,,1.0,2673844.0,,2017.0
676,676,201906,Canada,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,124.0,,1.0,680779546.3333334,57.0,2018.0
677,677,201906,Chile,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,152.0,,1.0,110430368.0,61.0,2018.0
678,678,201906,China,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201706,,,,156.0,,1.0,1717593986.0,,2017.0
679,679,201906,"China, Hong Kong SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,344.0,,1.0,148073434.66666666,137.0,2018.0
680,680,201906,"China, Macao SAR",,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,446.0,,1.0,4903537.0,195.0,2018.0
681,681,201906,Colombia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,170.0,,1.0,137846631.66666666,65.0,2018.0
682,682,201906,Comoros,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,174.0,,1.0,1018959.0,69.0,2018.0
683,683,201906,Congo,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,178.0,,1.0,1615154.0,73.0,2018.0
684,684,201906,Croatia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,191.0,,1.0,51818032.666666664,77.0,2018.0
685,685,201906,Cyprus,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,196.0,,1.0,10853324.666666666,81.0,2018.0
686,686,201906,Czech Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,203.0,,1.0,537597088.3333334,85.0,2018.0
687,687,201906,CÃ´te d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201906,,,,384.0,,1.0,17772985.0,161.0,2019.0
688,688,201906,Côte d'Ivoire,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,384.0,,1.0,18408720.5,,2017.5
689,689,201906,Denmark,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,208.0,,1.0,181045060.66666666,93.0,2018.0
690,690,201906,EU-28,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,97.0,,1.0,3094303442.3333335,45.0,2018.0
691,691,201906,Ecuador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201806,,,,218.0,,1.0,62609596.666666664,97.0,2018.0
692,692,201906,Egypt,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201806,,,,818.0,,1.0,268309516.66666666,348.0,2018.0
693,693,201906,El Salvador,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,222.0,,1.0,31347139.333333332,101.0,2018.0
694,694,201906,Estonia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,233.0,,1.0,53222927.0,105.0,2018.0
695,695,201906,Ethiopia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201756,,,,231.0,,1.0,81408106.5,,2017.5
696,696,201906,Finland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,246.0,,1.0,203737719.66666666,109.0,2018.0
697,697,201906,France,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201756,,,,251.0,,1.0,1193230672.5,,2017.5
698,698,201906,Gambia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,270.0,,1.0,477202.0,117.0,2018.0
699,699,201906,Georgia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,268.0,,1.0,16934969.333333332,113.0,2018.0
700,700,201906,Germany,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,276.0,,1.0,2543695826.6666665,121.0,2018.0
701,701,201906,Ghana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,288.0,,1.0,36172639.0,125.0,2018.0
702,702,201906,Greece,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,300.0,,1.0,103845186.33333333,129.0,2018.0
703,703,201906,Greenland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,304.0,,1.0,590110.0,,2017.5
704,704,201906,Guatemala,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,320.0,,1.0,46856272.5,133.0,2018.0
705,705,201906,Guyana,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,328.0,,1.0,3280335.5,,2017.5
706,706,201906,Honduras,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201706,,,,340.0,,1.0,35805632.0,,2017.0
707,707,201906,Hungary,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,348.0,,1.0,221180142.66666666,141.0,2018.0
708,708,201906,Iceland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,352.0,,1.0,4238217.666666667,145.0,2018.0
709,709,201906,India,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,699.0,,1.0,972451454.3333334,293.0,2018.0
710,710,201906,Indonesia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201706,,,,360.0,,1.0,449566741.0,,2017.0
711,711,201906,Ireland,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,372.0,,1.0,53776310.0,149.0,2018.0
712,712,201906,Israel,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,376.0,,1.0,113257333.33333333,153.0,2018.0
713,713,201906,Italy,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,381.0,,1.0,1834313512.3333333,157.0,2018.0
714,714,201906,Japan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,392.0,,1.0,674488840.6666666,165.0,2018.0
715,715,201906,Jordan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201706,,,,400.0,,1.0,21693828.0,,2017.0
716,716,201906,Kazakhstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,398.0,,1.0,97610215.66666667,169.0,2018.0
717,717,201906,Kenya,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,404.0,,1.0,68824235.5,,2017.5
718,718,201906,Kuwait,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,,0.0,,201706,,,,414.0,,1.0,50868851.0,,2017.0
719,719,201906,Kyrgyzstan,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,417.0,,1.0,17212381.666666668,177.0,2018.0
720,720,201906,Lao People's Dem. Rep.,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201906,,,,418.0,,1.0,18841996.0,180.0,2019.0
721,721,201906,Latvia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,428.0,,1.0,52902240.0,184.0,2018.0
722,722,201906,Lithuania,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,440.0,,1.0,61458742.0,188.0,2018.0
723,723,201906,Luxembourg,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,442.0,,1.0,115372543.33333333,192.0,2018.0
724,724,201906,Madagascar,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201806,,,,450.0,,1.0,7655855.666666667,199.0,2018.0
725,725,201906,Malaysia,,,,2.0,,,,,72.0,,,,0.0,,0.0,,,0.0,0.0,,201756,,,,458.0,,1.0,514026776.0,,2017.5
